Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
11/05/2022,TST* STICKYS FINGER NEW YORK            NY,12.75,"21105172309 RESTAURANT
TST* STICKYS FINGER JOIN 00019651
NEW YORK
NY
RESTAURANT",TST* STICKYS FINGER NEW YORK            NY,484 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,'320223090524420524',Restaurant-Restaurant
11/04/2022,AplPay BT*DD *DOORDASAN FRANCISCO       CA,33.88,"DCPDSKPW    8559731040
AplPay BT*DD *DOORDASH NOONANOOD
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320223080496946818',Restaurant-Restaurant
11/03/2022,FAIRWAY MARKET OF KINEW YORK            NY,18.69,"897794     80               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
80               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223080500965778',Merchandise & Supplies-Groceries
11/02/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00639545001 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223070479995803',Transportation-Rail Services
11/02/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00639660790 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223070482116550',Transportation-Rail Services
11/02/2022,AplPay WHOLEFDS BPK NEW YORK            NY,12.51,"03R8IV8KJ88 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1251
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223070481647066',Merchandise & Supplies-Groceries
11/01/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00639429045 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223060447113906',Transportation-Rail Services
11/01/2022,AplPay TARGET       NEW YORK            NY,20.54,"001652665   612-3044357
AplPay TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.2054
612-3044357",AplPay TARGET       NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223060462622520',Merchandise & Supplies-Wholesale Stores
11/01/2022,WHOLEFDS BPK #10578 NEW YORK            NY,12.51,"0IHOVLXV68E 1234567891
WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1251
1234567891",WHOLEFDS BPK #10578 NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223060452752124',Merchandise & Supplies-Groceries
10/31/2022,AMAZON.COM*H06SA0SA1AMZN.COM/BILL       WA,32.61,"64V0H4ZE57I MERCHANDISE
AMAZON.COM*H06SA0SA1
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM*H06SA0SA1AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320223040403735522',Merchandise & Supplies-Internet Purchase
10/31/2022,FAIRWAY MARKET OF KINEW YORK            NY,24.40,"864226     209              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
209              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223050433505227',Merchandise & Supplies-Groceries
10/30/2022,KIPS BAY DELI GROCERNEW YORK            NY,3.12,"73011002303 ASHMG301@GMAIL.COM
KIPS BAY DELI GROCERY 000895922026322
NEW YORK
NY
ASHMG301@GMAIL.COM",KIPS BAY DELI GROCERNEW YORK            NY,545 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223040412822842',Merchandise & Supplies-Groceries
10/30/2022,SHAFFER'S           NEW YORK            NY,416.17,"85133312303 917-442-0313
SHAFFER'S
NEW YORK
NY",SHAFFER'S           NEW YORK            NY,151 EIGHTH AVE,"NEW YORK
NY",10011-5119,UNITED STATES,'320223030397900293',Restaurant-Restaurant
10/30/2022,SOLAS 0000          NEW YORK            NY,30.73,"45300784    212-375-0297
SOLAS 0000
NEW YORK
NY",SOLAS 0000          NEW YORK            NY,232 EAST 9TH ST OFC 1,"NEW YORK
NY",10003,UNITED STATES,'320223040407358291',Restaurant-Bar & Café
10/30/2022,SOLAS 0000          NEW YORK            NY,40.00,"45300850    212-375-0297
SOLAS 0000
NEW YORK
NY
Description : FOOD Price :0.4
212-375-0297",SOLAS 0000          NEW YORK            NY,232 EAST 9TH ST OFC 1,"NEW YORK
NY",10003,UNITED STATES,'320223040408199347',Restaurant-Bar & Café
10/30/2022,UBER EATS           help.uber.com       CA,23.26,"7ZX64CBQ   Z6G4S524         94103
UBER EATS
help.uber.com
CA
Z6G4S524         94103",UBER EATS           help.uber.com       CA,"1455 MARKET ST
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223030382025629',Restaurant-Restaurant
10/30/2022,UBER,35.00,"2N1SGHA0   C4PC7WY2         10003
Uber Trip
help.uber.com
CA
C4PC7WY2         10003",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223030381958312',Transportation-Taxis & Coach
10/29/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00638910391 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223030390947592',Transportation-Rail Services
10/29/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00638886028 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223030393811799',Transportation-Rail Services
10/29/2022,CHIPOTLE 1829 0000  NEW YORK            NY,11.92,"019200      303-595-4000
CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",CHIPOTLE 1829 0000  NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320223030389497187',Restaurant-Bar & Café
10/29/2022,FAIRWAY MARKET OF KINEW YORK            NY,8.87,"815159     144              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
144              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223030393897609',Merchandise & Supplies-Groceries
10/29/2022,KIPS BAY DELI GROCERNEW YORK            NY,3.90,"73011002303 ASHMG301@GMAIL.COM
KIPS BAY DELI GROCERY 000895922026322
NEW YORK
NY
ASHMG301@GMAIL.COM",KIPS BAY DELI GROCERNEW YORK            NY,545 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223030379324222',Merchandise & Supplies-Groceries
10/29/2022,TST* STICKYS FINGER NEW YORK            NY,10.50,"21105172302 RESTAURANT
TST* STICKYS FINGER JOIN 00019651
NEW YORK
NY
RESTAURANT",TST* STICKYS FINGER NEW YORK            NY,484 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,'320223020368851710',Restaurant-Restaurant
10/28/2022,FAIRWAY MARKET OF KINEW YORK            NY,13.05,"898194     161              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
161              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223020375907061',Merchandise & Supplies-Groceries
10/28/2022,FAIRWAY MARKET OF KINEW YORK            NY,23.27,"824869     268              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
268              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223020372770486',Merchandise & Supplies-Groceries
10/28/2022,HAPPY HEAD          LOS ANGELES         CA,79.00,"NT_MHSIU1WL +18449624247
HAPPY HEAD
LOS ANGELES
CA
+18449624247",HAPPY HEAD          LOS ANGELES         CA,"11669 SANTA MONICA BLVD
SUITE 101","LOS ANGELES
CA",90025,UNITED STATES,'320223020377788052',Business Services-Health Care Services
10/27/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,2.99,"MLY77NK7J1A RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320223000315226272',Merchandise & Supplies-Internet Purchase
10/27/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,5.43,"MLY776VTB1A RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320223000315226531',Merchandise & Supplies-Internet Purchase
10/26/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00638288580 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223000323310695',Transportation-Rail Services
10/25/2022,AMEX Dining Credit,-9.79,"Reimbursement
AMEX Dining Credit",AMEX Dining Credit,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320222980283611610',Restaurant-Restaurant
10/25/2022,DELTA AIR LINES,11.20,"18002211212
ADDITIONAL COLLECTION
DELTA AIR LINES
ATLANTA
Carrier : DELTA AIR LINES
Passenger Name : KUMAR/AVIRATH
Ticket Number : 0060874520109
Additional Info : ADDITIONAL COLLECTION",DELTA AIR LINES     ATLANTA,ATLANTA AIRPORT,"ATLANTA
GA",30344,UNITED STATES,'320222980270660129',Travel-Airline
10/25/2022,FAIRWAY MARKET OF KINEW YORK            NY,43.97,"864590     15               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
15               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222990295893001',Merchandise & Supplies-Groceries
10/24/2022,AUTOPAY PAYMENT - THANK YOU,-1729.76,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320222970243158624',
10/24/2022,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"017294      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320222980276341314',Restaurant-Bar & Café
10/24/2022,UNITED AIRLINES     HOUSTON             TX,324.20,"29690964    WWW.UNITED.COM
PASSENGER TICKET
UNITED AIRLINES
HOUSTON
TX
Carrier : UNITED AIRLINES
Passenger Name : KUMAR/AVIRATH
Ticket Number : 01624430766615
Departure Day : 11/16
Additional Info : PASSENGER TICKET
From : N.Y. NEWARK INTL A
To : DETROIT WAYNE COUN
From : DETROIT WAYNE COUN
To : N.Y. NEWARK INTL A",UNITED AIRLINES     HOUSTON             TX,"HSCAC - 12TH
FLOOR 609 MAIN STREET","HOUSTON
TX",77002,UNITED STATES,'320222970250738796',Travel-Airline
10/23/2022,EL RIO GRANDE 500 65NEW YORK            NY,22.00,"10156320221 2128670922
EL RIO GRANDE 500 650000011307736
NEW YORK
NY",EL RIO GRANDE 500 65NEW YORK            NY,"160 EAST 38TH ST
FRNT A","NEW YORK
NY",10016,UNITED STATES,'320222970262916219',Restaurant-Restaurant
10/23/2022,FAIRWAY MARKET OF KINEW YORK            NY,1.54,"817469     233              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
233              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222970254791956',Merchandise & Supplies-Groceries
10/23/2022,MEM RWDS AIRLINE TAX OFFSET FEE,18.00,MEM RWDS AIRLINE TAX OFFSET FEE,MEM RWDS AIRLINE TAX OFFSET FEE,,,,UNITED STATES OF AMERICA (THE),'320222970262572393',Fees & Adjustments-Fees & Adjustments
10/22/2022,AMAZON MARKEPLACE NA PA,32.39,"2UZGKAJRFNF BOOK STORES
AMZN MKTP US*H82IZ0C42
AMZN.COM/BILL
WA
BOOK STORES",AMZN MKTP US*H82IZ0CAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320222960230954740',Merchandise & Supplies-Internet Purchase
10/22/2022,BARNES NOBLE        NEW YORK            NY,18.56,"00026751023 8662387323
BARNES NOBLE
NEW YORK
NY
Description : REFER TO RECEIPT Price : 0.00
8662387323",BARNES NOBLE        NEW YORK            NY,33 EAST 17TH ST PH 1,"NEW YORK
NY",10003-2005,UNITED STATES,'320222960227834956',Merchandise & Supplies-Book Stores
10/22/2022,TARGET        033217NEW YORK            NY,48.20,"001621473   612-3044357
TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.482
612-3044357",TARGET        033217NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222950203223436',Merchandise & Supplies-Wholesale Stores
10/21/2022,FAIRWAY MARKET OF KINEW YORK            NY,5.87,"852977     102              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
102              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222950215963646',Merchandise & Supplies-Groceries
10/21/2022,FAIRWAY MARKET OF KINEW YORK            NY,15.98,"835971     234              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
234              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222950216832908',Merchandise & Supplies-Groceries
10/21/2022,KIPS BAY DELI GROCERNEW YORK            NY,3.90,"73011002294 ASHMG301@GMAIL.COM
KIPS BAY DELI GROCERY 000895922026322
NEW YORK
NY
ASHMG301@GMAIL.COM",KIPS BAY DELI GROCERNEW YORK            NY,545 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222950218540854',Merchandise & Supplies-Groceries
10/21/2022,TACO BELL 3601360123NEW YORK            NY,15.00,"048144721   949-8634518
TACO BELL 3601360123 36400360123
NEW YORK
NY
Description : MERCHANDISE Price : 0.15
949-8634518",TACO BELL 3601360123NEW YORK            NY,976 6TH AVE,"NEW YORK
NY",10018,UNITED STATES,'320222940179991879',Restaurant-Bar & Café
10/20/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00636669559 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222940189373112',Transportation-Rail Services
10/20/2022,AplPay WHOLEFDS BPK NEW YORK            NY,15.38,"0FG1G7NGP9G 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1538
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320222940184800412',Merchandise & Supplies-Groceries
10/20/2022,MIDTOWN 38 739290001NEW YORK            NY,20.73,"73011002294 38WINES@GMAIL.COM
MIDTOWN 38 739290001300715
NEW YORK
NY
38WINES@GMAIL.COM",MIDTOWN 38 739290001NEW YORK            NY,146 WEST 38TH ST,"NEW YORK
NY",10018,UNITED STATES,'320222940197893299',Merchandise & Supplies-Groceries
10/19/2022,FAIRWAY MARKET OF KINEW YORK            NY,12.94,"884176     217              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
217              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222930165340910',Merchandise & Supplies-Groceries
10/19/2022,FAIRWAY MARKET OF KINEW YORK            NY,25.05,"876633     97               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
97               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222930166805780',Merchandise & Supplies-Groceries
10/19/2022,GRUBHUB*SUBWAY62645 NEW YORK            NY,9.79,"CW398XVA    8775851085
GRUBHUB*SUBWAY62645
NEW YORK
NY
8775851085",GRUBHUB*SUBWAY62645 NEW YORK            NY,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320222930166138744',Restaurant-Restaurant
10/18/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00636295582 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222920142019548',Transportation-Rail Services
10/18/2022,TARGET        033217NEW YORK            NY,16.73,"001650668   612-3044357
TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.1673
612-3044357",TARGET        033217NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222920148002116',Merchandise & Supplies-Wholesale Stores
10/18/2022,UBER,32.99,"FTQ2GN8C   CZFR3Z6E         10016
Uber Trip
help.uber.com
CA
CZFR3Z6E         10016",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222910112594276',Transportation-Taxis & Coach
10/17/2022,DTW 6108 Qdoba 16161Detroit             MI,10.43,"2566       2566             48242
DTW 6108 Qdoba 16161536005
Detroit
MI
2566             48242",DTW 6108 Qdoba 16161Detroit             MI,"DTW AIRPORT GATE A74
CONCOURSE A MCNAMARA TRM","ROMULUS
MI",48242,UNITED STATES,'320222910122626217',Restaurant-Bar & Café
10/17/2022,HTTP://WWW.GOGOAIR.C877-350-0038        IL,6.00,"378599840TB INTERNET ACC
HTTP://WWW.GOGOAIR.C
877-350-0038
IL
INTERNET ACC",HTTP://WWW.GOGOAIR.C877-350-0038        IL,"303 SOUTH TECHNOLOGY CT
A","BROOMFIELD
CO",80021-3411,UNITED STATES,'320222920149037809',Communications-Other Telecom
10/16/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,13.42,"MLY76SWG0JA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320222900091199630',Merchandise & Supplies-Internet Purchase
10/16/2022,TACO BELL 033312 333TROY                MI,16.57,"21381       810-771-4500
TACO BELL 033312 3331
TROY
MI
Description : FAST FOOD RESTAURAN Price : 0.00
810-771-4500",TACO BELL 033312 333TROY                MI,3268 ROCHESTER RD,"TROY
MI",48083,UNITED STATES,'320222900094306520',Restaurant-Bar & Café
10/15/2022,7-ELEVEN 34931 00073ANN ARBOR           MI,47.54,"460281015 7 734-913-1061
7-ELEVEN 34931 00073493101
ANN ARBOR
MI
Description : GAS/MSC97  46283101 Price : 0.4754
734-913-1061",7-ELEVEN 34931 00073ANN ARBOR           MI,"2711 NORTH HASKELL AVE
CITY PLACE CENTER EAST","DALLAS
TX",75204,UNITED STATES,'320222880050836268',Merchandise & Supplies-Groceries
10/15/2022,7-ELEVEN 35775 00073ANN ARBOR           MI,3.69,"320711016 7 734-997-7008
7-ELEVEN 35775 00073577501
ANN ARBOR
MI
Description : GAS/MSC97  32717501 Price : 0.0369
734-997-7008",7-ELEVEN 35775 00073ANN ARBOR           MI,"2711 NORTH HASKELL AVE
CITY PLACE CENTER EAST","DALLAS
TX",75204,UNITED STATES,'320222890068177831',Merchandise & Supplies-Groceries
10/15/2022,7-ELEVEN 35775 00073ANN ARBOR           MI,28.57,"240031015 7 734-997-7008
7-ELEVEN 35775 00073577501
ANN ARBOR
MI
Description : GAS/MSC97  24037501 Price : 0.2857
734-997-7008",7-ELEVEN 35775 00073ANN ARBOR           MI,"2711 NORTH HASKELL AVE
CITY PLACE CENTER EAST","DALLAS
TX",75204,UNITED STATES,'320222880050745620',Merchandise & Supplies-Groceries
10/15/2022,JIMMY JOHN'S        ANN ARBOR           MI,7.09,"2050790375  2173569900
JIMMY JOHN'S
ANN ARBOR
MI
2173569900",JIMMY JOHN'S        ANN ARBOR           MI,600 PACKARD ST,"ANN ARBOR
MI",48104,UNITED STATES,'320222890074134212',Restaurant-Bar & Café
10/15/2022,MICHIGAN TICKET OFFIANN ARBOR           MI,210.00,"9188675910B 7346472267
MICHIGAN TICKET OFFICE 000000436
ANN ARBOR
MI
Description : REFER TO RECEIPT Price : 0.00
7346472267",MICHIGAN TICKET OFFIANN ARBOR           MI,"WEIDENBACH
HALL 1000 S STATE ST","ANN ARBOR
MI",48109,UNITED STATES,'320222890072069691',Other-Education
10/15/2022,SNACK* BABA DARI    SAN FRANCISCO       CA,15.66,"NT_MCWXZSVR +12036845156
SNACK* BABA DARI
SAN FRANCISCO
CA
+12036845156",SNACK* BABA DARI    SAN FRANCISCO       CA,"2021 FILLMORE ST
STE 185","SAN FRANCISCO
CA",94115,UNITED STATES,'320222880043998150',Restaurant-Restaurant
10/14/2022,MEIJER # 064        ANN ARBOR           MI,21.31,"101420223200641012210146200048103
MEIJER # 064
ANN ARBOR
MI
0641012210146200048103",MEIJER # 064        ANN ARBOR           MI,3145 ANN ARBOR SALINE RD,"ANN ARBOR
MI",48103,UNITED STATES,'320222880053566564',Merchandise & Supplies-Groceries
