Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
09/27/2022,AMAZON MARKEPLACE NA PA,100.69,"1NI6KBBUYRA BOOK STORES
AMZN MKTP US*1U4112U20
AMZN.COM/BILL
WA
BOOK STORES",AMZN MKTP US*1U4112UAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320222710673767612',Merchandise & Supplies-Internet Purchase
09/27/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,2.99,"MLY761MTJLA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320222700643991991',Merchandise & Supplies-Internet Purchase
09/27/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,5.43,"MLY73N32ZGA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320222700643993285',Merchandise & Supplies-Internet Purchase
09/26/2022,KROGER #757 00000075STERLING HEIG       MI,18.89,"999999922698666111979
GROCERY STORES
KROGER #757 000000757
STERLING HEIG
MI
GROCERY STORES
8666111979",KROGER #757 00000075STERLING HEIG       MI,2051 18 MILE RD,"STERLING HEIGHTS
MI",48314,UNITED STATES,'320222700655774685',Merchandise & Supplies-Groceries
09/25/2022,AMAZON MARKEPLACE NA PA,99.63,"52WWUFS5DOQ BOOK STORES
AMZN MKTP US*1U3SP3Q81
AMZN.COM/BILL
WA
BOOK STORES",AMZN MKTP US*1U3SP3QAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320222690628348782',Merchandise & Supplies-Internet Purchase
09/25/2022,KROGER              TROY                MI,-10.59,"99999992268 8666111979
KROGER
TROY
MI
Description : GROCERY STORES Price : 0.1059
8666111979",KROGER              TROY                MI,"3125 JOHN R RD
STE A","TROY
MI",48083,UNITED STATES,'320222690635023734',Merchandise & Supplies-Groceries
09/25/2022,KROGER              TROY                MI,12.98,"99999992268 8666111979
KROGER
TROY
MI
Description : GROCERY STORES Price : 0.1298
8666111979",KROGER              TROY                MI,"3125 JOHN R RD
STE A","TROY
MI",48083,UNITED STATES,'320222690633257160',Merchandise & Supplies-Groceries
09/24/2022,AMAZON MARKEPLACE NA PA,95.39,"14OAKZYOYBA BOOK STORES
AMZN MKTP US*1U10R1521
AMZN.COM/BILL
WA
BOOK STORES",AMZN MKTP US*1U10R15AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320222680606943948',Merchandise & Supplies-Internet Purchase
09/24/2022,AplPay AFTERPLAY.IO DUBLIN              CO,5.99,"NT_MUNSEJOK +353857609188
AplPay AFTERPLAY.IO
DUBLIN
CO
+353857609188",AplPay AFTERPLAY.IO DUBLIN              CO,"""APARTMENT 328, ATKINS HALL""
CORK",,D02,IRELAND,'320222680607443905',Entertainment-Other Entertainment
09/24/2022,AplPay MICHAELS STORTROY                MI,9.52,"507300028188188             48083
AplPay MICHAELS STORES
TROY
MI
8188             48083",AplPay MICHAELS STORTROY                MI,334 JOHN R RD,"TROY
MI",48083,UNITED STATES,'320222680605994675',Merchandise & Supplies-Arts & Jewelry
09/24/2022,BARNES & NOBLE      TROY                MI,32.80,"00029230925 8662387323
BARNES & NOBLE
TROY
MI
Description : REFER TO RECEIPT Price : 0.00
8662387323",BARNES & NOBLE      TROY                MI,396 JOHN R RD,"TROY
MI",48083-4542,UNITED STATES,'320222680601637531',Merchandise & Supplies-Book Stores
09/24/2022,KROGER              TROY                MI,33.57,"999999922678666111979
GROCERY STORES
KROGER
TROY
MI
GROCERY STORES
8666111979",KROGER              TROY                MI,"3125 JOHN R RD
STE A","TROY
MI",48083,UNITED STATES,'320222680611660184',Merchandise & Supplies-Groceries
09/23/2022,AUTOPAY PAYMENT - THANK YOU,-1821.44,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320222660551870694',
09/23/2022,TACO BELL #24657 246BAD AXE             MI,28.84,"0767752     989-269-6018
TACO BELL #24657 2465
BAD AXE
MI
Description : FAST FOOD RESTAURAN Price : 0.00
989-269-6018",TACO BELL #24657 246BAD AXE             MI,852 NORTH VAN DYKE RD,"BAD AXE
MI",48413,UNITED STATES,'320222670581255093',Restaurant-Bar & Café
09/18/2022,526 MAIN PIANO BAR 5ROYAL OAK           MI,29.00,"73011542261 ANTHONY@YEZBICKLAW.NE
ANTHONY@YEZBICKLAW.NET
526 MAIN PIANO BAR 545500001400258
ROYAL OAK
MI
ANTHONY@YEZBICKLAW.NET",526 MAIN PIANO BAR 5ROYAL OAK           MI,526 SOUTH MAIN ST,"ROYAL OAK
MI",48067-2642,UNITED STATES,'320222610463016868',Restaurant-Restaurant
09/18/2022,TIM HORTONS         TROY                MI,6.55,"859168      FAST FOOD RESTAURANT
TIM HORTONS
TROY
MI
FAST FOOD RESTAURANT",TIM HORTONS         TROY                MI,3331 ROCHESTER RD,"TROY
MI",48083,UNITED STATES,'320222620477500384',Restaurant-Bar & Café
09/17/2022,526 MAIN PIANO BAR 5ROYAL OAK           MI,50.00,"73011542261 ANTHONY@YEZBICKLAW.NE
ANTHONY@YEZBICKLAW.NET
526 MAIN PIANO BAR 545500001400258
ROYAL OAK
MI
ANTHONY@YEZBICKLAW.NET",526 MAIN PIANO BAR 5ROYAL OAK           MI,526 SOUTH MAIN ST,"ROYAL OAK
MI",48067-2642,UNITED STATES,'320222610461852823',Restaurant-Restaurant
09/17/2022,A2 PCI PARKING 83 RAIRVINE              CA,15.00,"40852117    949-753-7525
A2 PCI PARKING 83 RAMP 0000
IRVINE
CA
Description : PARKING FEES Price : 0.00
949-753-7525",A2 PCI PARKING 83 RAIRVINE              CA,12 MAUCHLY,"IRVINE
CA",92618,UNITED STATES,'320222600422971870',Transportation-Parking Charges
09/17/2022,LEBANESE GRILL      TROY                MI,56.94,"03XJU1W2T4F 2485261444
LEBANESE GRILL
TROY
MI
2485261444",LEBANESE GRILL      TROY                MI,1600 ROCHESTER RD,"TROY
MI",48083,UNITED STATES,'320222610458622352',Restaurant-Restaurant
09/17/2022,SNACK* MAIZE AND BLUSAN FRANCISCO       CA,16.76,"NT_MS08NUXD +12036845156
SNACK* MAIZE AND BLUE
SAN FRANCISCO
CA
+12036845156",SNACK* MAIZE AND BLUSAN FRANCISCO       CA,"2021 FILLMORE ST
STE 185","SAN FRANCISCO
CA",94115,UNITED STATES,'320222600425408746',Restaurant-Restaurant
09/16/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,5.43,"MLY733Y62TA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320222600429201906',Merchandise & Supplies-Internet Purchase
09/16/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,7.99,"MLY7162BZ9A RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320222600428454314',Merchandise & Supplies-Internet Purchase
09/16/2022,SORA JAPANESE & SUSHNEWARK              NJ,15.20,"03XJTUJ6ZPW 7347270055
SORA JAPANESE & SUSHI EWR
NEWARK
NJ
7347270055",SORA JAPANESE & SUSHNEWARK              NJ,B8,"NEWARK
NJ",07114,UNITED STATES,'320222600439482270',Restaurant-Restaurant
09/15/2022,Amazon Prime        Amazon.com          WA,151.34,"1J54J9NXMF9 SHIPPINGCLUB
Amazon Prime
Amazon.com
WA
SHIPPINGCLUB",Amazon Prime        Amazon.com          WA,"410 TERRY AVE N
-","SEATTLE
WA",98109,UNITED STATES,'320222580394709952',Merchandise & Supplies-Mail Order
09/15/2022,KROGER              TROY                MI,31.54,"99999992258 8666111979
KROGER
TROY
MI
Description : GROCERY STORES Price : 0.3154
8666111979",KROGER              TROY                MI,"3125 JOHN R RD
STE A","TROY
MI",48083,UNITED STATES,'320222590415726132',Merchandise & Supplies-Groceries
09/15/2022,UBER,85.58,"0VXVFA65    8005928996
UBER TRIP
SAN FRANCISCO
CA
8005928996",UBER TRIP           SAN FRANCISCO       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222580380949414',Transportation-Taxis & Coach
09/14/2022,AMEX Dining Credit,-10.00,"Reimbursement
AMEX Dining Credit",AMEX Dining Credit,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320222570370112294',Restaurant-Restaurant
09/14/2022,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"012199      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320222580387555702',Restaurant-Bar & Café
09/14/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00619041474 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222580385503882',Transportation-Rail Services
09/14/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00619326346 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222580386111062',Transportation-Rail Services
09/13/2022,BEST BUY            NEW YORK            NY,-435.49,"004407308   888BESTBUY
BEST BUY
NEW YORK
NY
Description : ELEC SLS Price : 0.00
888BESTBUY",BEST BUY            NEW YORK            NY,60 WEST 23RD ST FRNT 4,"NEW YORK
NY",10010,UNITED STATES,'320222570369899809',Merchandise & Supplies-Electronics Stores
09/13/2022,UBER,17.96,"JBDDJF5Y   FHMJMPEB         10010
UBER TRIP
SAN FRANCISCO
CA
FHMJMPEB         10010",UBER TRIP           SAN FRANCISCO       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222570356410143',Transportation-Taxis & Coach
09/12/2022,AMAZON.COM*1F2Y47SS0AMZN.COM/BILL       WA,20.68,"59ZH9SR9UU1 MERCHANDISE
AMAZON.COM*1F2Y47SS0
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM*1F2Y47SS0AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320222550312824337',Merchandise & Supplies-Internet Purchase
09/12/2022,FAIRWAY MARKET OF KINEW YORK            NY,13.58,"884145     180              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
180              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222560343641854',Merchandise & Supplies-Groceries
09/12/2022,FAIRWAY MARKET OF KINEW YORK            NY,26.34,"859300     33               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
33               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222560341640059',Merchandise & Supplies-Groceries
09/12/2022,MICROSOFT*XBOX LIVE MSBILL.INFO,27.20,"Z51MFTJ5GVDZ51MFTJ5GVDD     98052
MICROSOFT*XBOX LIVE GOLD
MSBILL.INFO
Z51MFTJ5GVDD     98052",MICROSOFT*XBOX LIVE MSBILL.INFO,1 MICROSOFT WAY,"REDMOND
WA",98052,UNITED STATES,'320222550322753714',Merchandise & Supplies-Internet Purchase
09/11/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00617559434 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222550320541109',Transportation-Rail Services
09/11/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00617858117 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222550320549295',Transportation-Rail Services
09/11/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00617560535 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222550320610412',Transportation-Rail Services
09/11/2022,GRUBHUB*CHIPOTLE    NEW YORK            NY,15.51,"P2W9M0B3    8775851085
GRUBHUB*CHIPOTLE
NEW YORK
NY
8775851085",GRUBHUB*CHIPOTLE    NEW YORK            NY,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320222550310848715',Restaurant-Restaurant
09/11/2022,SPOTIFY USA         NEW YORK            NY,9.99,"P1DAF96CE9  DIRECT MKTG MISC
SPOTIFY USA
NEW YORK
NY
DIRECT MKTG MISC",SPOTIFY USA         NEW YORK            NY,4TH 25 ARGYLL ST,"LONDON
LND",W1F 7TU,UNITED KINGDOM OF GB AND NI,'320222540304347179',Merchandise & Supplies-Mail Order
09/11/2022,TACO BELL 034298 034NEW YORK            NY,16.18,"140793      212-882-1363
TACO BELL 034298 0342
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
212-882-1363",TACO BELL 034298 034NEW YORK            NY,321 1ST AVE,"NEW YORK
NY",10003,UNITED STATES,'320222540293314703',Restaurant-Bar & Café
09/11/2022,THE DL              New York            NY,207.00,"BGTEi2i5qA5 squareup.com/receipts
THE DL
New York
NY
squareup.com/receipts",THE DL              New York            NY,95 DELANCEY ST,"NEW YORK
NY",10002,UNITED STATES,'320222540304526195',Restaurant-Bar & Café
09/11/2022,UBER,33.92,"4AK2AHMA   UYT6OJ4U         10009
UBER TRIP
SAN FRANCISCO
CA
UYT6OJ4U         10009",UBER TRIP           SAN FRANCISCO       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222540289090626',Transportation-Taxis & Coach
09/11/2022,UBER,39.86,"QM7SFAZQ   SFIWPBIL         10013
UBER TRIP
SAN FRANCISCO
CA
SFIWPBIL         10013",UBER TRIP           SAN FRANCISCO       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222540291137331',Transportation-Taxis & Coach
09/10/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00617494757 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222540298426039',Transportation-Rail Services
09/10/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00617445325 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222540301296327',Transportation-Rail Services
09/10/2022,BEST BUY            NEW YORK            NY,10.88,"006508285   888BESTBUY
BEST BUY
NEW YORK
NY
Description : ELEC SLS Price : 0.00
888BESTBUY",BEST BUY            NEW YORK            NY,622 BROADWAY FRNT 1,"NEW YORK
NY",10012,UNITED STATES,'320222530269175082',Merchandise & Supplies-Electronics Stores
09/10/2022,BLOOMINGDALES  SOHO NEW YORK            NY,16.33,"20538101053 8665932540
BLOOMINGDALES  SOHO 000000053
NEW YORK
NY
Description : SHOWTIME/RESTAURANT Price : 0.15
8665932540",BLOOMINGDALES  SOHO NEW YORK            NY,"504 BROADWAY
-","NEW YORK
NY",10012,UNITED STATES,'320222550318502021',Merchandise & Supplies-Department Stores
09/10/2022,FAIRWAY MARKET OF KINEW YORK            NY,20.64,"899171     58               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
58               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222540300904083',Merchandise & Supplies-Groceries
09/10/2022,UBER,17.46,"46P3TGZF   Q6XZTFLN         10011
UBER TRIP
SAN FRANCISCO
CA
Q6XZTFLN         10011",UBER TRIP           SAN FRANCISCO       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222530272389996',Transportation-Taxis & Coach
09/10/2022,UBER,18.99,"MN4ZQ44G   N4C73LVP         10016
UBER TRIP
SAN FRANCISCO
CA
N4C73LVP         10016",UBER TRIP           SAN FRANCISCO       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320222530273239871',Transportation-Taxis & Coach
09/10/2022,ZARA USA            NEW YORK            NY,50.01,"038180839860381808398627165510110
WOMENS READY TO WEAR
ZARA USA
NEW YORK
NY
WOMENS READY TO WEAR
0381808398627165510110",ZARA USA            NEW YORK            NY,500 5TH AVE STE 400,"NEW YORK
NY",10110,UNITED STATES,'320222550323584783',Merchandise & Supplies-Clothing Stores
09/08/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00614274962 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222520250838624',Transportation-Rail Services
09/08/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00614275315 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320222520252392869',Transportation-Rail Services
09/08/2022,FAIRWAY MARKET OF KINEW YORK            NY,18.31,"856952     67               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
67               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320222520253255830',Merchandise & Supplies-Groceries
09/08/2022,HAPPY HEAD          LOS ANGELES         CA,79.00,"NT_MOGT07A9 +18449624247
HAPPY HEAD
LOS ANGELES
CA
+18449624247",HAPPY HEAD          LOS ANGELES         CA,"11669 SANTA MONICA BLVD
SUITE 101","LOS ANGELES
CA",90025,UNITED STATES,'320222520258578462',Business Services-Health Care Services
