Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
02/19/2023,LGAD BISOUX MARKET 0FLUSHING            NY,15.23,"31099533050 MISC FOOD STORE
LGAD BISOUX MARKET 00-08039349801
FLUSHING
NY
MISC FOOD STORE",LGAD BISOUX MARKET 0FLUSHING            NY,LAGUARDIA AIPROT,"FLUSHING
NY",11371,UNITED STATES OF AMERICA (THE),'320230510942097801',Merchandise & Supplies-Groceries
02/18/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00658268967 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230500917023129',Transportation-Rail Services
02/18/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00658311129 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230500917388500',Transportation-Rail Services
02/18/2023,JUST GRAB N GO 05563NEW YORK            NY,15.60,"73011553050 SALES@ACTPAYMENT.COM
JUST GRAB N GO 055630000112227
NEW YORK
NY
SALES@ACTPAYMENT.COM",JUST GRAB N GO 05563NEW YORK            NY,974 6TH AVE,"NEW YORK
NY",10018,UNITED STATES,'320230500931609919',Other-Miscellaneous
02/18/2023,UBER,13.95,"CDFZ62WG   Y6KGBIB5         10018
Uber Trip
help.uber.com
CA
Y6KGBIB5         10018",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230490890932581',Transportation-Taxis & Coach
02/16/2023,APPLE.COM/BILL      INTERNET CHARGE     CA,16.42,"MLY7H06JVXA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320230480872262467',Merchandise & Supplies-Internet Purchase
02/15/2023,AplPay FAIRWAY MARKENEW YORK            NY,6.99,"830331     227              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
227              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230470859802389',Merchandise & Supplies-Groceries
02/15/2023,DELTA AIR LINES,272.80,"18002211212
PASSENGER TICKET
DELTA AIR LINES
ATLANTA
Carrier : DELTA AIR LINES
Passenger Name : KUMAR/AVIRATH
Ticket Number : 00623644942351
Departure Day : 02/19
Additional Info : PASSENGER TICKET
From : NEW YORK LA GUARDI
To : DETROIT WAYNE COUN
Class : L
From : DETROIT WAYNE COUN
To : NEW YORK LA GUARDI
Class : L",DELTA AIR LINES     ATLANTA,ATLANTA AIRPORT,"ATLANTA
GA",30344,UNITED STATES,'320230460836449626',Travel-Airline
02/14/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00657609443 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230460833710903',Transportation-Rail Services
02/14/2023,AplPay TRADER JOE S NEW YORK            NY,29.01,"00027388600 6265993700
AplPay TRADER JOE S #544 000000544
NEW YORK
NY
6265993700",AplPay TRADER JOE S NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,'320230460830132205',Merchandise & Supplies-Groceries
02/14/2023,LE CAFE COFFEE      New York            NY,12.50,"h4UwIYKXJ9n squareup.com/receipts
LE CAFE COFFEE
New York
NY
squareup.com/receipts",LE CAFE COFFEE      New York            NY,407 PARK AVE SOUTH,"NEW YORK
NY",10016,UNITED STATES,'320230450800385884',Restaurant-Bar & Café
02/13/2023,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"017720      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320230450808370362',Restaurant-Bar & Café
02/13/2023,AplPay FAIRWAY MARKENEW YORK            NY,14.34,"811453     245              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
245              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230450813362540',Merchandise & Supplies-Groceries
02/13/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00657514717 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230450808993965',Transportation-Rail Services
02/13/2023,AplPay TARGET       NEW YORK            NY,24.58,"001734077   612-3044357
AplPay TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.2458
612-3044357",AplPay TARGET       NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230450815082255',Merchandise & Supplies-Wholesale Stores
02/11/2023,AMEX Dining Credit,-10.00,"Reimbursement
AMEX Dining Credit",AMEX Dining Credit,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320230420752117640',Restaurant-Restaurant
02/11/2023,SPOTIFY USA         NEW YORK            NY,9.99,"P210B045E5  DIRECT MKTG MISC
SPOTIFY USA
NEW YORK
NY
DIRECT MKTG MISC",SPOTIFY USA         NEW YORK            NY,4TH 25 ARGYLL ST,"LONDON
LND",W1F 7TU,UNITED KINGDOM OF GB AND NI,'320230420750001396',Merchandise & Supplies-Mail Order
02/11/2023,STANDARD EAST VILLAGNEW YORK            NY,144.85,"84258023043 212-475-5700
STANDARD EAST VILLAGE
NEW YORK
NY
212-475-5700",STANDARD EAST VILLAGNEW YORK            NY,25 COOPER SQ,"NEW YORK
NY",10003,UNITED STATES,'320230430773665812',Travel-Lodging
02/11/2023,UBER,11.94,"32P9X2VX   ICB3NYY6         10016
Uber Trip
help.uber.com
CA
ICB3NYY6         10016",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230420735469638',Transportation-Taxis & Coach
02/11/2023,UBER,23.91,"KVMDDJQN   WSCI2H2J         10016
Uber Trip
help.uber.com
CA
WSCI2H2J         10016",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230420734646353',Transportation-Taxis & Coach
02/10/2023,AplPay DOORDASH*STICSAN FRANCISCO       CA,20.98,"NT_NKS2F8UL +16506819470
AplPay DOORDASH*STICKYS FINGE
SAN FRANCISCO
CA
+16506819470",AplPay DOORDASH*STICSAN FRANCISCO       CA,"303 2ND ST
SUITE 800","SAN FRANCISCO
CA",94107,UNITED STATES,'320230420737592117',Restaurant-Restaurant
02/09/2023,AMAZON.COM          AMZN.COM/BILL       WA,8.70,"3SVCPJ4AS10 MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230410723986255',Merchandise & Supplies-Internet Purchase
02/09/2023,AplPay FAIRWAY MARKENEW YORK            NY,7.48,"855577     104              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
104              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230410723792925',Merchandise & Supplies-Groceries
02/09/2023,DAN AND JOHN'S WINGSNew York            NY,35.92,"nJNb9MqTzeC squareup.com/receipts
DAN AND JOHN'S WINGS MURRAY HILL
New York
NY
squareup.com/receipts",DAN AND JOHN'S WINGSNew York            NY,439 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,'320230400702901574',Restaurant-Restaurant
02/08/2023,AplPay FAIRWAY MARKENEW YORK            NY,5.99,"888379     158              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
158              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230400702272130',Merchandise & Supplies-Groceries
02/08/2023,GRUBHUB*JOSESBURRITONEW YORK            NY,16.77,"6XMW91MA    8775851085
GRUBHUB*JOSESBURRITOBA
NEW YORK
NY
8775851085",GRUBHUB*JOSESBURRITONEW YORK            NY,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320230390677137611',Restaurant-Restaurant
02/07/2023,AplPay TRADER JOE S NEW YORK            NY,47.96,"00001304505 6265993700
AplPay TRADER JOE S #544 000000544
NEW YORK
NY
6265993700",AplPay TRADER JOE S NEW YORK            NY,200 EAST 32ND ST,"NEW YORK
NY",10016,UNITED STATES,'320230390675491865',Merchandise & Supplies-Groceries
02/07/2023,FAIRWAY MARKET OF KINEW YORK            NY,9.79,"892873     57               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
57               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230390680213266',Merchandise & Supplies-Groceries
