Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
02/02/2023,AplPay DOORDASH*STICSAN FRANCISCO       CA,16.02,"NT_NHMVCVLS +16506819470
AplPay DOORDASH*STICKYS FINGE
SAN FRANCISCO
CA
+16506819470",AplPay DOORDASH*STICSAN FRANCISCO       CA,"303 2ND ST
SUITE 800","SAN FRANCISCO
CA",94107,UNITED STATES,'320230340561912079',Restaurant-Restaurant
02/02/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00655895629 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230340562528325',Transportation-Rail Services
02/01/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,14.94,"3TXZPFDF    8559731040
AplPay BT*DD *DOORDASH KFC
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230320512325954',Restaurant-Restaurant
02/01/2023,AplPay FAIRWAY MARKENEW YORK            NY,46.26,"865130     58               10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
58               10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230330545561332',Merchandise & Supplies-Groceries
02/01/2023,AplPay STOUT BRYANT NEW YORK            NY,24.41,"00582857   00865266    0000810018
FOOD/BEVERAGE
AplPay STOUT BRYANT PARK
NEW YORK
NY
FOOD/BEVERAGE
00865266    0000810018",AplPay STOUT BRYANT NEW YORK            NY,109 WEST 39TH ST,"NEW YORK
NY",10018,UNITED STATES,'320230320522887937',Restaurant-Restaurant
02/01/2023,UBER,1.92,"GAM3KZJ6    8005928996
Uber Trip
help.uber.com
CA
8005928996",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230320514320436',Transportation-Taxis & Coach
01/31/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,20.17,"BNG54QA2    8559731040
AplPay BT*DD *DOORDASH JUSTSALAD
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230310492586217',Restaurant-Restaurant
01/31/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00655459800 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230320521802046',Transportation-Rail Services
01/30/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00655292006 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230310497418617',Transportation-Rail Services
01/30/2023,AplPay WHOLEFDS BPK NEW YORK            NY,13.25,"0RHD45TFJFW 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1325
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320230310495623952',Merchandise & Supplies-Groceries
01/29/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,20.17,"EKJG2ZWT    8559731040
AplPay BT*DD *DOORDASH THEHALALG
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230290437681110',Restaurant-Restaurant
01/29/2023,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"012239      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320230300474791931',Restaurant-Bar & Café
01/29/2023,AplPay FAIRWAY MARKENEW YORK            NY,3.29,"876576     48               10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
48               10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230300467799515',Merchandise & Supplies-Groceries
01/29/2023,UBER,17.57,"EK6NCHDZ   BIFZT2KJ         10016
Uber Trip
help.uber.com
CA
BIFZT2KJ         10016",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230290434507021',Transportation-Taxis & Coach
01/29/2023,UBER,17.93,"MNTVMXFV   RJCPNCCH         10002
Uber Trip
help.uber.com
CA
RJCPNCCH         10002",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230290435476889',Transportation-Taxis & Coach
01/28/2023,APERITIVO           NEW YORK            NY,54.18,"6466939990
APERITIVO
NEW YORK
NY",APERITIVO           NEW YORK            NY,14 EAST 60TH ST,"NEW YORK
NY",10022,UNITED STATES,'320230290441107126',Restaurant-Restaurant
01/28/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,20.17,"FAFSB3PP    8559731040
AplPay BT*DD *DOORDASH JUSTSALAD
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230280419735304',Restaurant-Restaurant
01/28/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00655116681 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230290442713653',Transportation-Rail Services
01/28/2023,AplPay TARGET       NEW YORK            NY,3.49,"001601458   612-3044357
AplPay TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.0349
612-3044357",AplPay TARGET       NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230290439875283',Merchandise & Supplies-Wholesale Stores
01/27/2023,APPLE.COM/BILL      INTERNET CHARGE     CA,2.99,"MLY7G5MKF2A RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320230270390753631',Merchandise & Supplies-Internet Purchase
01/27/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,15.02,"MD3HY3CS    8559731040
AplPay BT*DD *DOORDASH STICKYSFI
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230270388870611',Restaurant-Restaurant
01/27/2023,AplPay FAIRWAY MARKENEW YORK            NY,12.97,"817647     112              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
112              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230280425304125',Merchandise & Supplies-Groceries
01/27/2023,AplPay FAIRWAY MARKENEW YORK            NY,43.53,"831716     200              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
200              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230280425926072',Merchandise & Supplies-Groceries
01/27/2023,AplPay STOUT BRYANT NEW YORK            NY,96.78,"00064280   00075675    0000010018
FOOD/BEVERAGE
AplPay STOUT BRYANT PARK
NEW YORK
NY
FOOD/BEVERAGE
00075675    0000010018",AplPay STOUT BRYANT NEW YORK            NY,109 WEST 39TH ST,"NEW YORK
NY",10018,UNITED STATES,'320230270407004724',Restaurant-Restaurant
01/26/2023,AMAZON.COM          AMZN.COM/BILL       WA,29.57,"63WY450PW3P MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230270397610397',Merchandise & Supplies-Internet Purchase
01/26/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00654726813 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230270401948570',Transportation-Rail Services
01/26/2023,AplPay WHOLEFDS BPK NEW YORK            NY,10.05,"0UD9UYGHV1Y 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1005
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320230270396641814',Merchandise & Supplies-Groceries
01/25/2023,AplPay DOORDASH*JUSTSAN FRANCISCO       CA,19.59,"NT_NENJZ6Y9 +16506819470
AplPay DOORDASH*JUST SALAD
SAN FRANCISCO
CA
+16506819470",AplPay DOORDASH*JUSTSAN FRANCISCO       CA,"303 2ND ST
SUITE 800","SAN FRANCISCO
CA",94107,UNITED STATES,'320230260375045606',Restaurant-Restaurant
01/25/2023,DELTA AIR LINES,11.20,"18002211212
ADDITIONAL COLLECTION
DELTA AIR LINES
ATLANTA
Carrier : DELTA AIR LINES
Passenger Name : KUMAR/AVIRATH
Ticket Number : 0060876809783
Additional Info : ADDITIONAL COLLECTION",DELTA AIR LINES     ATLANTA,ATLANTA AIRPORT,"ATLANTA
GA",30344,UNITED STATES,'320230250356407721',Travel-Airline
01/25/2023,GUGGENHEIM MUSEUM   NEW YORK            NY,50.00,"NT_NEGZMQNM +12124233500
GUGGENHEIM MUSEUM
NEW YORK
NY
+12124233500",GUGGENHEIM MUSEUM   NEW YORK            NY,"304 SOUTH BROADWAY
SUITE 530","LOS ANGELES
CA",90013,UNITED STATES,'320230250349386189',Business Services-Other Services
01/24/2023,AUTOPAY PAYMENT - THANK YOU,-2120.14,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320230240324329195',
01/24/2023,AplPay FAIRWAY MARKENEW YORK            NY,4.79,"864844     191              10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
191              10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230250359768694',Merchandise & Supplies-Groceries
01/24/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00654397172 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230250353939634',Transportation-Rail Services
01/24/2023,AplPay WHOLEFDS BPK NEW YORK            NY,13.86,"0CFJX346LP6 1234567891
AplPay WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.1386
1234567891",AplPay WHOLEFDS BPK NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320230250354198456',Merchandise & Supplies-Groceries
01/24/2023,AplPay ZARA USA     NEW YORK            NY,85.91,"038181434180381814341859173210110
WOMENS READY TO WEAR
AplPay ZARA USA
NEW YORK
NY
WOMENS READY TO WEAR
0381814341859173210110",AplPay ZARA USA     NEW YORK            NY,500 5TH AVE STE 400,"NEW YORK
NY",10110,UNITED STATES,'320230260380278054',Merchandise & Supplies-Clothing Stores
01/24/2023,MEM RWDS AIRLINE TAX OFFSET FEE,14.40,MEM RWDS AIRLINE TAX OFFSET FEE,MEM RWDS AIRLINE TAX OFFSET FEE,,,,UNITED STATES OF AMERICA (THE),'320230250362884690',Fees & Adjustments-Fees & Adjustments
01/23/2023,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"019900      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320230240336478343',Restaurant-Bar & Café
01/22/2023,ANFORA              NEW YORK            NY,87.65,"8CAmn1S7800 2125182722
ANFORA
NEW YORK
NY
Description : BARS Price : 0.8765
2125182722",ANFORA              NEW YORK            NY,"34 8TH AVE
FRNT A","NEW YORK
NY",10014,UNITED STATES,'320230220291761258',Restaurant-Restaurant
01/22/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,14.46,"JQPSJQCD    8559731040
AplPay BT*DD *DOORDASH ESS-A-BAG
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230230309574163',Restaurant-Restaurant
01/22/2023,AplPay FAIRWAY MARKENEW YORK            NY,6.99,"819803     4                10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
4                10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230230315698015',Merchandise & Supplies-Groceries
01/22/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00654214710 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230230315242633',Transportation-Rail Services
01/22/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00654211978 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230230316419415',Transportation-Rail Services
01/22/2023,AplPay TARGET       NEW YORK            NY,11.83,"001653016   612-3044357
AplPay TARGET        032680 09100032680
NEW YORK
NY
Description : SEE INVOICE Price : 0.1183
612-3044357",AplPay TARGET       NEW YORK            NY,615 10TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320230230318220170',Merchandise & Supplies-Wholesale Stores
01/22/2023,UBER,15.20,"7HDXYW5S   KLJNAPON         10036
Uber Trip
help.uber.com
CA
KLJNAPON         10036",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230220285667145',Transportation-Taxis & Coach
01/22/2023,UBER,32.97,"5W51GEP1   5ZFTDVNY         10002
Uber Trip
help.uber.com
CA
5ZFTDVNY         10002",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230220285109868',Transportation-Taxis & Coach
01/21/2023,AMAZON MARKEPLACE NA PA,23.88,"7F214CW5DV0 BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320230220291029680',Merchandise & Supplies-Internet Purchase
01/21/2023,AplPay 7-ELEVEN 3939NEW YORK            NY,4.36,"340700122 7 212-725-0711
AplPay 7-ELEVEN 39392 00073939201
NEW YORK
NY
Description : GAS/MSC97  34709201 Price : 0.0436
212-725-0711",AplPay 7-ELEVEN 3939NEW YORK            NY,"2711 NORTH HASKELL AVE
CITY PLACE CENTER EAST","DALLAS
TX",75204,UNITED STATES,'320230220284475635',Merchandise & Supplies-Groceries
01/21/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,21.81,"G1MV5RMA    8559731040
AplPay BT*DD *DOORDASH CAVA
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230220287886029',Restaurant-Restaurant
01/21/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00654096870 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230220291079650',Transportation-Rail Services
01/21/2023,FACTORY 380 0000    NEW YORK            NY,30.95,"69100542    212-686-6380
FACTORY 380 0000
NEW YORK
NY
Description : FOOD/BEVERAGE Price : 0.00
212-686-6380",FACTORY 380 0000    NEW YORK            NY,380 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,'320230210262722925',Restaurant-Restaurant
01/21/2023,MCDONALD'S          NEW YORK            NY,13.48,"000095731   2125328186
MCDONALD'S
NEW YORK
NY
2125328186",MCDONALD'S          NEW YORK            NY,480 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,'320230220297603018',Restaurant-Bar & Café
01/21/2023,TST* OSCAR WILDE 300NEW YORK            NY,41.24,"99999993021 2122133066
TST* OSCAR WILDE 300573567
NEW YORK
NY
Description : BARS Price : 0.4124
2122133066",TST* OSCAR WILDE 300NEW YORK            NY,45 WEST 27TH ST,"NEW YORK
NY",10001,UNITED STATES,'320230210271780488',Restaurant-Bar & Café
01/21/2023,UBER,5.44,"CCN87D8N   JKG26UHS         10010
Uber Trip
help.uber.com
CA
JKG26UHS         10010",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230210265390285',Transportation-Taxis & Coach
01/21/2023,UBER,12.00,"QFSCMYKM   F547EEE3         10009
Uber Trip
help.uber.com
CA
F547EEE3         10009",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320230210266334644',Transportation-Taxis & Coach
01/21/2023,ZARA USA            NEW YORK            NY,157.81,"038180650040381806500485172610110
WOMENS READY TO WEAR
ZARA USA
NEW YORK
NY
WOMENS READY TO WEAR
0381806500485172610110",ZARA USA            NEW YORK            NY,500 5TH AVE STE 400,"NEW YORK
NY",10110,UNITED STATES,'320230230318617996',Merchandise & Supplies-Clothing Stores
01/20/2023,AplPay FAIRWAY MARKENEW YORK            NY,32.32,"822786     22               10016
AplPay FAIRWAY MARKET OF KI
NEW YORK
NY
22               10016",AplPay FAIRWAY MARKENEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230210278887643',Merchandise & Supplies-Groceries
01/20/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00653796703 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230210271577933',Transportation-Rail Services
01/20/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00653800282 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230210273489653',Transportation-Rail Services
01/20/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00653799817 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230210274129234',Transportation-Rail Services
01/20/2023,D J*WALL-ST-JOURNAL 800-568-7625        MA,14.99,"U1,H991,19  SUBSCRIPTION
D J*WALL-ST-JOURNAL
800-568-7625
MA
SUBSCRIPTION",D J*WALL-ST-JOURNAL 800-568-7625        MA,"84 SECOND AVE
-","CHICOPEE
MA",01020,UNITED STATES,'320230200244542452',Merchandise & Supplies-Mail Order
01/20/2023,DELTA AIR LINES,11.20,"18002211212
ADDITIONAL COLLECTION
DELTA AIR LINES
ATLANTA
Carrier : DELTA AIR LINES
Passenger Name : KUMAR/AVIRATH
Ticket Number : 0060876504964
Additional Info : ADDITIONAL COLLECTION",DELTA AIR LINES     ATLANTA,ATLANTA AIRPORT,"ATLANTA
GA",30344,UNITED STATES,'320230200253197231',Travel-Airline
01/20/2023,RAMEN SPOT LIC 14500LONG ISLAND C       NY,60.38,"73011003022 RAMENSPOTLICNY@GMAIL.
RAMENSPOTLICNY@GMAIL.COM
RAMEN SPOT LIC 145000001086495
LONG ISLAND C
NY
RAMENSPOTLICNY@GMAIL.COM",RAMEN SPOT LIC 14500LONG ISLAND C       NY,4512 23RD ST,"LONG ISLAND CITY
NY",11101,UNITED STATES,'320230210263529169',Restaurant-Restaurant
01/20/2023,THE ROOST BAR NYC   New York            NY,18.29,"npfmiAk7GMg squareup.com/receipts
THE ROOST BAR NYC
New York
NY
squareup.com/receipts",THE ROOST BAR NYC   New York            NY,"222 AVE
B","NEW YORK
NY",10009,UNITED STATES,'320230200259860123',Restaurant-Bar & Café
01/19/2023,APPLE.COM/BILL      INTERNET CHARGE     CA,21.85,"MLY7F50LGMA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320230200244170516',Merchandise & Supplies-Internet Purchase
01/19/2023,AplPay A.NORDVPNUS*ANEW YORK            NY,11.99,"######H4Uwr COMPUTER STORE
AplPay A.NORDVPNUS*A.NORDVPN
NEW YORK
NY
COMPUTER STORE",AplPay A.NORDVPNUS*ANEW YORK            NY,630 15TH FLOOR THIRD AVE,"NEW YORK
NY",10017,UNITED STATES,'320230220301203534',Business Services-Employment Agencies
01/19/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,16.16,"9Z45EHDY    8559731040
AplPay BT*DD *DOORDASH STICKYSFI
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230190224209202',Restaurant-Restaurant
01/19/2023,AplPay BT*DD *DOORDASAN FRANCISCO       CA,18.60,"7TQ0H4PR    8559731040
AplPay BT*DD *DOORDASH JUSTSALAD
SAN FRANCISCO
CA
8559731040",AplPay BT*DD *DOORDASAN FRANCISCO       CA,303 2ND ST STE 800,"SAN FRANCISCO
CA",94107,UNITED STATES,'320230200246415723',Restaurant-Restaurant
01/19/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00653611927 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230200247435048',Transportation-Rail Services
01/19/2023,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00653525046 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320230200252456434',Transportation-Rail Services
