Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
01/04/2023,NYC TAXI 1246 460010LONG ISLAND C       NY,51.60,"001327134   718-9374444
NYC TAXI 1246 460010 09012460010
LONG ISLAND C
NY
Description : TAXI & LIMO Price : 0.516
718-9374444",NYC TAXI 1246 460010LONG ISLAND C       NY,42-32 21ST STREET,"LONG ISLAND CITY
NY",11101,UNITED STATES,'320230040912804173',Transportation-Taxis & Coach
01/04/2023,TARGET        033217NEW YORK            NY,20.69,"001616820   612-3044357
TARGET        033217 09100033217
NEW YORK
NY
Description : SEE INVOICE Price : 0.2069
612-3044357",TARGET        033217NEW YORK            NY,512 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320230040897487611',Merchandise & Supplies-Wholesale Stores
12/31/2022,BWW 3407 TROY BWW 34TROY                MI,180.00,"120990033   248-743-1299
BWW 3407 TROY BWW 3407 TROY
TROY
MI
248-743-1299",BWW 3407 TROY BWW 34TROY                MI,1873 EAST BIG BEAVER RD,"TROY
MI",48083,UNITED STATES,'320230010838152348',Restaurant-Restaurant
12/30/2022,TACO BELL #24150 241TROY                MI,23.65,"0545081     248-879-5894
TACO BELL #24150 2415
TROY
MI
Description : FAST FOOD RESTAURAN Price : 0.00
248-879-5894",TACO BELL #24150 241TROY                MI,41167 DEQUINDRE RD,"TROY
MI",48085,UNITED STATES,'320223650814484991',Restaurant-Bar & Café
12/27/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,2.99,"MLY7DDQZ0VA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320223610723587786',Merchandise & Supplies-Internet Purchase
12/24/2022,AUTOPAY PAYMENT - THANK YOU,-3272.41,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320223580671771381',
12/23/2022,TARGET              STERLING HEIGHTS    MI,5.88,"001574077   612-3044357
TARGET
STERLING HEIGHTS
MI
Description : SEE INVOICE Price : 0.0588
612-3044357",TARGET              STERLING HEIGHTS    MI,2310 METROPOLITAN PKWY,"STERLING HEIGHTS
MI",48310,UNITED STATES,'320223580688548408',Merchandise & Supplies-Wholesale Stores
12/22/2022,CS *ARITZIA GIFT CAR877-850-1977        ME,50.00,"48099642QBG GIFT CARDS
CS *ARITZIA GIFT CARD
877-850-1977
ME
GIFT CARDS",CS *ARITZIA GIFT CAR877-850-1977        ME,"25 PEARL ST
CASHSTAR","PORTLAND
ME",04101,UNITED STATES,'320223570658889486',Merchandise & Supplies-Internet Purchase
12/21/2022,D J*WALL-ST-JOURNAL 800-568-7625        MA,14.99,"U1,GLNY,7T  SUBSCRIPTION
D J*WALL-ST-JOURNAL
800-568-7625
MA
SUBSCRIPTION",D J*WALL-ST-JOURNAL 800-568-7625        MA,"84 SECOND AVE
-","CHICOPEE
MA",01020,UNITED STATES,'320223550600362327',Merchandise & Supplies-Mail Order
12/20/2022,AplPay CVS/PHARMACY TROY                MI,20.13,"10026589   8007467287
PHARMACIES
AplPay CVS/PHARMACY
TROY
MI
PHARMACIES
8007467287",AplPay CVS/PHARMACY TROY                MI,1980 EAST BIG BEAVER RD,"TROY
MI",48083-2021,UNITED STATES,'320223550617184207',Merchandise & Supplies-Pharmacies
12/20/2022,BP#8553927AAA-CHERRYCANTON              MI,30.20,"00341744    734-981-8811
BP#8553927AAA-CHERRY HIL 8553
CANTON
MI
Description : Unleaded Regular Price : 0.00
734-981-8811",BP#8553927AAA-CHERRYCANTON              MI,"28100 TORCH PKWY
-","WARRENVILLE
IL",60555-3938,UNITED STATES,'320223560637733917',Transportation-Fuel
12/20/2022,WARBY PARKER        NEW YORK CITY       NY,85.00,"NT_N1FLBVYK 8884927297
WARBY PARKER
NEW YORK CITY
NY
8884927297",WARBY PARKER        NEW YORK CITY       NY,"161 AVE OF THE AMERICAS
6TH","NEW YORK
NY",10013,UNITED STATES,'320223540592426565',Business Services-Health Care Services
12/20/2022,WARBY PARKER        NEW YORK CITY       NY,145.00,"NT_N1FISQWX 8884927297
WARBY PARKER
NEW YORK CITY
NY
8884927297",WARBY PARKER        NEW YORK CITY       NY,"161 AVE OF THE AMERICAS
6TH","NEW YORK
NY",10013,UNITED STATES,'320223540593225273',Business Services-Health Care Services
12/19/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,21.85,"MLY7BFJKKXA RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320223540573268515',Merchandise & Supplies-Internet Purchase
12/19/2022,AplPay A.NORDVPNUS*ANEW YORK            NY,11.99,"######GaTJ0 COMPUTER STORE
AplPay A.NORDVPNUS*A.NORDVPN
NEW YORK
NY
COMPUTER STORE",AplPay A.NORDVPNUS*ANEW YORK            NY,630 15TH FLOOR THIRD AVE,"NEW YORK
NY",10017,UNITED STATES,'320223560621875049',Business Services-Employment Agencies
12/19/2022,AplPay BASKIN #36044TROY                MI,5.82,"22192102061 734-353-1094
AplPay BASKIN #360447
TROY
MI
Description : FAST FOOD RESTAURAN Price : 0.00
734-353-1094",AplPay BASKIN #36044TROY                MI,2979 EAST BIG BEAVER RD,"TROY
MI",48083,UNITED STATES,'320223540586341848',Merchandise & Supplies-Internet Purchase
12/19/2022,AplPay VIVI BUBBLE TTROY                MI,17.07,"85347052354        USFC1X L 48083
AplPay VIVI BUBBLE TEA
TROY
MI
USFC1X L 48083",AplPay VIVI BUBBLE TTROY                MI,"2999 E BIG BEAVER RD STE B
2999 E BIG BEAVER RD","TROY
MI",480832420,UNITED STATES,'320223540592072146',Restaurant-Bar & Café
12/17/2022,HAPPY HEAD          LOS ANGELES         CA,79.00,"NT_N0957O6R +18449624247
HAPPY HEAD
LOS ANGELES
CA
+18449624247",HAPPY HEAD          LOS ANGELES         CA,"11669 SANTA MONICA BLVD
SUITE 101","LOS ANGELES
CA",90025,UNITED STATES,'320223510498972897',Business Services-Health Care Services
12/17/2022,LGA C FOOD HALL D 00FLUSHING            NY,15.23,"31099532351 MISC FOOD STORE
LGA C FOOD HALL D 00-08040742614
FLUSHING
NY
MISC FOOD STORE",LGA C FOOD HALL D 00FLUSHING            NY,1 LAGURADIA AIRPORT,"FLUSHING
NY",11371,UNITED STATES,'320223520529976784',Merchandise & Supplies-Groceries
12/17/2022,UBER,12.47,"757TCF5F   VZA7KTIX         10017
Uber Trip
help.uber.com
CA
VZA7KTIX         10017",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223510503247354',Transportation-Taxis & Coach
12/17/2022,UBER,62.96,"8AVQ60MX   IYIKVW3T         11371
Uber Trip
help.uber.com
CA
IYIKVW3T         11371",Uber Trip           help.uber.com       CA,"1455 Market St 400
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223510501683048',Transportation-Taxis & Coach
12/16/2022,SINIGUAL NEW YORK 08NEW YORK            NY,138.00,"73011002352 HUONG.BUI@XPERIENCERG
HUONG.BUI@XPERIENCERG.COM
SINIGUAL NEW YORK 084870052598162
NEW YORK
NY
HUONG.BUI@XPERIENCERG.COM",SINIGUAL NEW YORK 08NEW YORK            NY,"150 EAST 42ND ST
AT 41ST AND 3RD","NEW YORK
NY",10017,UNITED STATES,'320223510500751775',Restaurant-Restaurant
12/15/2022,AMAZON MARKEPLACE NA PA,10.55,"2TRQNNOOLID BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320223490447834991',Merchandise & Supplies-Internet Purchase
12/15/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00648609319 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223500480307271',Transportation-Rail Services
12/15/2022,WALMART.COM         WALMART.COM         AR,16.97,"W9EQNIH7242 800-966-6546
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-966-6546",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,'320223490462079742',Merchandise & Supplies-Internet Purchase
12/14/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00648225344 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223490456456836',Transportation-Rail Services
12/14/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00648269547 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223490456637672',Transportation-Rail Services
12/14/2022,WHOLEFDS BPK #10578 NEW YORK            NY,10.00,"02AAQJZS74F 1234567891
WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : RESTAURANTS Price : 0.10
1234567891",WHOLEFDS BPK #10578 NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223490456496373',Restaurant-Restaurant
12/13/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00647871102 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223480428608276',Transportation-Rail Services
12/12/2022,MICROSOFT*SUBSCRIPTIMSBILL.INFO,27.20,"Z522LGFRMN0Z522LGFRMN09     98052
MICROSOFT*SUBSCRIPTION
MSBILL.INFO
Z522LGFRMN09     98052",MICROSOFT*SUBSCRIPTIMSBILL.INFO,1 MICROSOFT WAY,"REDMOND
WA",98052,UNITED STATES,'320223460385592002',Merchandise & Supplies-Internet Purchase
12/11/2022,SPOTIFY USA         NEW YORK            NY,9.99,"P1F7B011DF  DIRECT MKTG MISC
SPOTIFY USA
NEW YORK
NY
DIRECT MKTG MISC",SPOTIFY USA         NEW YORK            NY,4TH 25 ARGYLL ST,"LONDON
LND",W1F 7TU,UNITED KINGDOM OF GB AND NI,'320223450365278905',Merchandise & Supplies-Mail Order
12/11/2022,UBER EATS           help.uber.com       CA,12.12,"HSKF03NQ   AC6K32XB         94103
UBER EATS
help.uber.com
CA
AC6K32XB         94103",UBER EATS           help.uber.com       CA,"1455 MARKET ST
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223450349454867',Restaurant-Restaurant
12/10/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00647276104 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223450358223738',Transportation-Rail Services
12/10/2022,COACH USA INC       8669126224          NY,21.20,"49904790    866-912-6224
COACH USA INC
8669126224
NY
""Description : BUS LINES,INCLUDING Price : 0.00""
866-912-6224",COACH USA INC       8669126224          NY,66 TETZ RD,"CHESTER
NY",10918,UNITED STATES,'320223450363847108',Transportation-Taxis & Coach
12/10/2022,UBER TRIP           SAN FRANCISCO       CA,77.55,"G5GTKB9H   DUXF44YA
UBER TRIP
SAN FRANCISCO
CA
DUXF44YAForeign Spend Amount: 73.31 EURO Commission Amount:  Currency Exchange Rate: null",UBER TRIP           SAN FRANCISCO       CA,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DP,NETHERLANDS (THE),'320223440330673769',Transportation-Taxis & Coach
12/09/2022,UBER EATS           SAN FRANCISCO       CA,14.73,"N5FBM8HT   ZJJOE5V5
UBER EATS
SAN FRANCISCO
CA
ZJJOE5V5Foreign Spend Amount: 13.92 EURO Commission Amount:  Currency Exchange Rate: null",UBER EATS           SAN FRANCISCO       CA,"MR. TREUBLAAN 7
AMSTERDAM",,1097 DB,NETHERLANDS (THE),'320223440329441621',Restaurant-Restaurant
