Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
12/03/2022,NORDRACKCOM888966628LOS ANGELES         CA,53.89,"NQwdaNOIwP9 8889666283
NORDRACKCOM8889666283 000000828
LOS ANGELES
CA
Description : DEPT.   STORES Price : 0.5389
8889666283",NORDRACKCOM888966628LOS ANGELES         CA,"SUITE 1700
700 S FLOWER ST","LOS ANGELES
CA",90017,UNITED STATES,'320223380190738976',Merchandise & Supplies-Internet Purchase
12/02/2022,AMAZON MARKEPLACE NA PA,28.25,"6JP2OQZ4ZNF BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320223370166070036',Merchandise & Supplies-Internet Purchase
12/02/2022,COACH USA INC       8669126224          NY,21.20,"49832779    866-912-6224
COACH USA INC
8669126224
NY
""Description : BUS LINES,INCLUDING Price : 0.00""
866-912-6224",COACH USA INC       8669126224          NY,66 TETZ RD,"CHESTER
NY",10918,UNITED STATES,'320223370171953010',Transportation-Taxis & Coach
12/02/2022,EWR AIRP PIATTINOS BNEWARK              NJ,46.00,"001221245   305-267-8510
EWR AIRP PIATTINOS B16 EWR AIRP PIATTI
NEWARK
NJ
305-267-8510",EWR AIRP PIATTINOS BNEWARK              NJ,"TERMINAL B SPACE B16
3 BREWSTER RD","NEWARK
NJ",07114,UNITED STATES,'320223370167805934',Restaurant-Bar & Café
12/02/2022,EWR AIRP STREAT B17 NEWARK              NJ,14.00,"002494345   305-267-8510
EWR AIRP STREAT B17 EWR AIRP STREAT
NEWARK
NJ
305-267-8510",EWR AIRP STREAT B17 NEWARK              NJ,"TERMINAL B SPACE B17
3 BREWSTER RD","NEWARK
NJ",07114,UNITED STATES,'320223370169363613',Restaurant-Bar & Café
12/02/2022,THE NEW STAND TB13C NEWARK              NJ,5.99,"00610100400 8133963639
THE NEW STAND TB13C EWR 000000001
NEWARK
NJ
Description : GIFT SHOPS Price : 0.0599
8133963639",THE NEW STAND TB13C NEWARK              NJ,"NEWARK LIBERTY INTERNATIO
3 BREWSTER RD TERMINAL B","NEWARK
NJ",07114,UNITED STATES,'320223370179439509',Merchandise & Supplies-General Retail
12/02/2022,underarmour.com     888-727-6687        MD,60.99,"US16982496  888-427-6687
underarmour.com
888-727-6687
MD
Description : APPAREL/ACC Price : 0.00
888-427-6687",underarmour.com     888-727-6687        MD,"1020 HULL ST
STE 300","BALTIMORE
MD",21230-5358,UNITED STATES,'320223370173398618',Merchandise & Supplies-Internet Purchase
12/01/2022,AplPay CHIPOTLE 1829NEW YORK            NY,11.92,"011832      303-595-4000
AplPay CHIPOTLE 1829 0000
NEW YORK
NY
Description : FAST FOOD RESTAURAN Price : 0.00
303-595-4000",AplPay CHIPOTLE 1829NEW YORK            NY,604 2ND AVE,"NEW YORK
NY",10016-4859,UNITED STATES,'320223360140436002',Restaurant-Bar & Café
12/01/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00645219120 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223360141607675',Transportation-Rail Services
11/30/2022,AplPay 2FRIENDSIN 2ANEW YORK            NY,10.88,"62645 0 1 2 FAST FOOD RESTAURANT
AplPay 2FRIENDSIN 2AVE INC.
NEW YORK
NY
FAST FOOD RESTAURANT",AplPay 2FRIENDSIN 2ANEW YORK            NY,577 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223340095325498',Restaurant-Bar & Café
11/30/2022,BED BATH & BEYOND #1NEW YORK            NY,20.16,"1972        908-688-0888
BED BATH & BEYOND #1901 0000
NEW YORK
NY
Description : BED/BATH/LINEN Price : 0.00
908-688-0888",BED BATH & BEYOND #1NEW YORK            NY,460 3RD AVE,"NEW YORK
NY",10016,UNITED STATES,'320223350120245870',Merchandise & Supplies-Furnishing
11/30/2022,FAIRWAY MARKET OF KINEW YORK            NY,6.52,"876177     115              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
115              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223350117704227',Merchandise & Supplies-Groceries
11/30/2022,FAIRWAY MARKET OF KINEW YORK            NY,22.96,"869932     27               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
27               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223350118947540',Merchandise & Supplies-Groceries
11/29/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00644574945 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223340087543680',Transportation-Rail Services
11/29/2022,TST* NATIONAL CONEY ROSEVILLE           MI,14.68,"99999992333 5867717744
TST* NATIONAL CONEY ISLAN 300528871
ROSEVILLE
MI
Description : RESTAURANTS Price : 0.1468
5867717744",TST* NATIONAL CONEY ROSEVILLE           MI,27947 GROESBECK HWY,"ROSEVILLE
MI",48066-5221,UNITED STATES,'320223330062793110',Restaurant-Restaurant
11/29/2022,WHOLEFDS BPK #10578 NEW YORK            NY,9.13,"0DQDGTJPXMR 1234567891
WHOLEFDS BPK #10578 000010578
NEW YORK
NY
Description : GROCERY STORES Price : 0.0913
1234567891",WHOLEFDS BPK #10578 NEW YORK            NY,1095 6TH AVE,"NEW YORK
NY",10036,UNITED STATES,'320223340086641795',Merchandise & Supplies-Groceries
11/28/2022,*LVQLGHFJ_0200000093PARIS               FR,307.43,"7022780556  IBIS PARIS TOUR EIFFE
IBIS PARIS TOUR EIFFEL
*LVQLGHFJ_0200000093793525PP IBIS PAR
PARIS
FR
IBIS PARIS TOUR EIFFELForeign Spend Amount: 294.76 EURO Commission Amount:  Currency Exchange Rate: null",*LVQLGHFJ_0200000093PARIS               FR,"2 RUE CAMBRONNE
PARIS",,75005,FRANCE,'320223320030959001',Travel-Lodging
11/28/2022,AMAZON MARKEPLACE NA PA,42.20,"23T7VTEM24E BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320223330060012964',Merchandise & Supplies-Internet Purchase
11/28/2022,AplPay DTW 1179B TodDetroit             MI,3.29,"7175       7175             48242
AplPay DTW 1179B Today Show 1548859009
Detroit
MI
7175             48242",AplPay DTW 1179B TodDetroit             MI,15474 PNE RD,"DETROIT
MI",48174,UNITED STATES,'320223330073253114',Merchandise & Supplies-General Retail
11/28/2022,COACH USA INC       8669126224          NY,21.20,"43062380    866-912-6224
COACH USA INC
8669126224
NY
""Description : BUS LINES,INCLUDING Price : 0.00""
866-912-6224",COACH USA INC       8669126224          NY,66 TETZ RD,"CHESTER
NY",10918,UNITED STATES,'320223330067278183',Transportation-Taxis & Coach
11/28/2022,EXXONMOBIL 9731     STERLING HEIG       MI,35.03,"00438152    586-446-8700
EXXONMOBIL 9731
STERLING HEIG
MI
Description : 001 Price : 0.00
586-446-8700",EXXONMOBIL 9731     STERLING HEIG       MI,-,"(800) 243-9966
TX",77389,UNITED STATES,'320223340090259018',Transportation-Fuel
11/27/2022,7-ELEVEN 35775 00073ANN ARBOR           MI,9.98,"470691127 7 734-997-7008
7-ELEVEN 35775 00073577501
ANN ARBOR
MI
Description : GAS/MSC97  47697501 Price : 0.0998
734-997-7008",7-ELEVEN 35775 00073ANN ARBOR           MI,"2711 NORTH HASKELL AVE
CITY PLACE CENTER EAST","DALLAS
TX",75204,UNITED STATES,'320223310010275565',Merchandise & Supplies-Groceries
11/27/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,2.99,"MLY79MBKY1A RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320223310012169819',Merchandise & Supplies-Internet Purchase
11/27/2022,JIMMY JOHNS - 1952 0MADISON HEIGH       MI,9.53,"300862576   2485451649
JIMMY JOHNS - 1952 000000050
MADISON HEIGH
MI
2485451649",JIMMY JOHNS - 1952 0MADISON HEIGH       MI,32215 JOHN R RD,"MADISON HEIGHTS
MI",48071,UNITED STATES,'320223320046799736',Restaurant-Bar & Café
11/27/2022,PAYPAL *SOCIETEDETU 4029357733          FR,307.43,"10108893375 4029357733
PAYPAL *SOCIETEDETU
4029357733
FR
""Description : LODGING--HOTELS,MOT Price : 0.00""
4029357733Foreign Spend Amount: 294.76 EURO Commission Amount:  Currency Exchange Rate: null",PAYPAL *SOCIETEDETU 4029357733          FR,"2 RUE CAMBRONNE
PARIS",,75015,FRANCE,'320223320032860155',Travel-Lodging
11/27/2022,TST* GOOD TIME CHARLANN ARBOR           MI,103.00,"99999992331 7346688411
TST* GOOD TIME CHARLEY'S 300523320
ANN ARBOR
MI
Description : BARS Price : 1.03
7346688411",TST* GOOD TIME CHARLANN ARBOR           MI,1140 SOUTH UNIVERSITY AVE,"ANN ARBOR
MI",48104,UNITED STATES,'320223310014512796',Restaurant-Bar & Café
11/26/2022,RICK'S AMERICAN CAFEANN ARBOR           MI,13.00,"24340019    734-996-2748
RICK'S AMERICAN CAFE 0783
ANN ARBOR
MI
Description : FOOD/BEVERAGE Price : 0.00
734-996-2748",RICK'S AMERICAN CAFEANN ARBOR           MI,611 CHURCH ST STE 1,"ANN ARBOR
MI",48104,UNITED STATES,'320223310021772084',Restaurant-Restaurant
11/26/2022,RICK'S AMERICAN CAFEANN ARBOR           MI,20.00,"23530146    734-996-2748
RICK'S AMERICAN CAFE 0783
ANN ARBOR
MI
Description : FOOD/BEVERAGE Price : 0.00
734-996-2748",RICK'S AMERICAN CAFEANN ARBOR           MI,611 CHURCH ST STE 1,"ANN ARBOR
MI",48104,UNITED STATES,'320223310021851444',Restaurant-Restaurant
11/25/2022,AplPay KIEHL'S ECOMM800-543-4572        NJ,29.15,"86452464NAK COSMETICS
AplPay KIEHL'S ECOMM
800-543-4572
NJ
COSMETICS",AplPay KIEHL'S ECOMM800-543-4572        NJ,35 FAIRFIELD PL,"WEST CALDWELL
NJ",07006-6206,UNITED STATES,'320223310017471404',Merchandise & Supplies-Internet Purchase
11/25/2022,JRSK INC. DBA AWAY  NEW YORK            NY,299.41,"######G9BD7 LUGGAGE/LEATHER GOODS
JRSK INC. DBA AWAY
NEW YORK
NY
LUGGAGE/LEATHER GOODS",JRSK INC. DBA AWAY  NEW YORK            NY,"503 BROADWAY
3RD FLOOR","NEW YORK
NY",10012,UNITED STATES,'320223320045885532',Merchandise & Supplies-Wholesale Stores
11/25/2022,POKEWORKS-TROY BIG BTROY                MI,20.67,"73011002331 DDALLO@POKEWORKS.COM
POKEWORKS-TROY BIG BEAVER 567000000035
TROY
MI
DDALLO@POKEWORKS.COM",POKEWORKS-TROY BIG BTROY                MI,716 WEST BIG BEAVER RD,"TROY
MI",48084,UNITED STATES,'320223300987742361',Restaurant-Restaurant
11/25/2022,TIM HORTON'S        TROY                MI,4.45,"871730      FAST FOOD RESTAURANT
TIM HORTON'S
TROY
MI
FAST FOOD RESTAURANT",TIM HORTON'S        TROY                MI,507 EAST BIG BEAVER RD,"TROY
MI",48083,UNITED STATES,'320223300000198660',Restaurant-Bar & Café
11/24/2022,AplPay LYFT         855-280-0278        CA,49.75,"NT_MRB8YWVC1747847224308251294104
LEDGER
AplPay LYFT
855-280-0278
CA
LEDGER
1747847224308251294104",AplPay LYFT         855-280-0278        CA,185 BERRY ST STE 5000,"SAN FRANCISCO
CA",94107,UNITED STATES,'320223290979773575',Transportation-Taxis & Coach
11/24/2022,KROGER #757 00000075STERLING HEIG       MI,-4.99,"99999992328 8666111979
KROGER #757 000000757
STERLING HEIG
MI
Description : GROCERY STORES Price : 0.0499
8666111979",KROGER #757 00000075STERLING HEIG       MI,2051 18 MILE RD,"STERLING HEIGHTS
MI",48314,UNITED STATES,'320223290979900509',Merchandise & Supplies-Groceries
11/23/2022,AUTOPAY PAYMENT - THANK YOU,-3212.36,AUTOPAY PAYMENT - THANK YOU,AUTOPAY PAYMENT - THANK YOU,,,,,'320223270921299284',
11/23/2022,CONDADO TACOS - TROYTROY                MI,50.35,"10156320221 6149471171
CONDADO TACOS - TROY 650000011566059
TROY
MI
6149471171",CONDADO TACOS - TROYTROY                MI,724 WEST BIG BEAVER RD,"TROY
MI",48084,UNITED STATES,'320223280946098110',Restaurant-Restaurant
11/22/2022,HAPPY HEAD          LOS ANGELES         CA,79.00,"NT_MQMQ5GMB +18449624247
HAPPY HEAD
LOS ANGELES
CA
+18449624247",HAPPY HEAD          LOS ANGELES         CA,"11669 SANTA MONICA BLVD
SUITE 101","LOS ANGELES
CA",90025,UNITED STATES,'320223260918095409',Business Services-Health Care Services
11/22/2022,KROGER #757 00000075STERLING HEIG       MI,111.46,"999999923278666111979
GROCERY STORES
KROGER #757 000000757
STERLING HEIG
MI
GROCERY STORES
8666111979",KROGER #757 00000075STERLING HEIG       MI,2051 18 MILE RD,"STERLING HEIGHTS
MI",48314,UNITED STATES,'320223280961801305',Merchandise & Supplies-Groceries
11/21/2022,AMEX Dining Credit,-10.00,"Reimbursement
AMEX Dining Credit",AMEX Dining Credit,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320223250892818188',Restaurant-Restaurant
11/21/2022,PELOTON* MEMBERSHIP NEW YORK CITY       NY,44.00,"NT_MQHMJBSR +18666799129
PELOTON* MEMBERSHIP
NEW YORK CITY
NY
+18666799129",PELOTON* MEMBERSHIP NEW YORK CITY       NY,"441 NINTH AVE
FLOOR 6","NEW YORK CITY
NY",10001,UNITED STATES,'320223250880647449',Merchandise & Supplies-Sporting Goods Stores
11/20/2022,JIMMY JOHNS 0311 000STERLING HEIG       MI,26.26,"246704661   2488240890
JIMMY JOHNS 0311 000000015
STERLING HEIG
MI
2488240890",JIMMY JOHNS 0311 000STERLING HEIG       MI,43028 MOUND RD,"STERLING HEIGHTS
MI",48314,UNITED STATES,'320223250883757176',Other-Miscellaneous
11/19/2022,APPLE.COM/BILL      INTERNET CHARGE     CA,18.85,"MLY78GX566A RECORD STORE
APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",APPLE.COM/BILL      INTERNET CHARGE     CA,One Apple Park Way,"Cupertino
CA",95014,UNITED STATES,'320223240858287605',Merchandise & Supplies-Internet Purchase
11/19/2022,KROGER              TROY                MI,60.29,"999999923238666111979
GROCERY STORES
KROGER
TROY
MI
GROCERY STORES
8666111979",KROGER              TROY                MI,"3125 JOHN R RD
STE A","TROY
MI",48083,UNITED STATES,'320223240870470096',Merchandise & Supplies-Groceries
11/19/2022,MJR MARKETPLACE DIGISTERLING HTS        MI,48.00,"VPM--972679 RETAIL MOVIE
MJR MARKETPLACE DIGI
STERLING HTS
MI
RETAIL MOVIE",MJR MARKETPLACE DIGISTERLING HTS        MI,35400 VAN DYKE AVE,"STERLING HEIGHTS
MI",48312,UNITED STATES,'320223240857460433',Entertainment-Theatrical Events
11/19/2022,SPEEDWAY            1-800-643-1948      OH,20.00,"00098803001 2485891009
SPEEDWAY
1-800-643-1948
OH
Description : SERVICE STATION Price : 0.20
2485891009",SPEEDWAY            1-800-643-1948      OH,500 SPEEDWAY DR,"ENON
OH",45323-1056,UNITED STATES,'320223240863688520',Transportation-Fuel
11/18/2022,AMAZON MARKEPLACE NA PA,8.56,"34TYM8YHTZS BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320223230844660645',Merchandise & Supplies-Internet Purchase
11/18/2022,AMAZON.COM          AMZN.COM/BILL       WA,19.07,"1YGV2CS55EK MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320223230844660750',Merchandise & Supplies-Internet Purchase
11/18/2022,AplPay JIMMY JOHNS 0STERLING HEIG       MI,9.21,"227540453   2488240890
AplPay JIMMY JOHNS 0311 000000015
STERLING HEIG
MI
2488240890",AplPay JIMMY JOHNS 0STERLING HEIG       MI,43028 MOUND RD,"STERLING HEIGHTS
MI",48314,UNITED STATES,'320223230842031757',Other-Miscellaneous
11/17/2022,KROGER #757 00000075STERLING HEIG       MI,96.39,"999999923218666111979
GROCERY STORES
KROGER #757 000000757
STERLING HEIG
MI
GROCERY STORES
8666111979",KROGER #757 00000075STERLING HEIG       MI,2051 18 MILE RD,"STERLING HEIGHTS
MI",48314,UNITED STATES,'320223220825243056',Merchandise & Supplies-Groceries
11/16/2022,AplPay EWR C1 ABRUZZNEWARK              NJ,24.95,"31099532320 RESTAURANT
AplPay EWR C1 ABRUZZO 00-08039841575
NEWARK
NJ
RESTAURANT",AplPay EWR C1 ABRUZZNEWARK              NJ,3 BREWSTER RD,"NEWARK
NJ",07114,UNITED STATES,'320223210791508566',Restaurant-Restaurant
11/16/2022,TST* LITTLE BEET - BNEW YORK            NY,15.79,"nTOK7OxWg00 9173387111
TST* LITTLE BEET - BRYANT 300560595
NEW YORK
NY
Description : RESTAURANTS Price : 0.1579
9173387111",TST* LITTLE BEET - BNEW YORK            NY,1065 AVE OF THE AMERICAS ROOM 2400,"NEW YORK
NY",10018,UNITED STATES,'320223200764897350',Restaurant-Restaurant
11/16/2022,UBER EATS           help.uber.com       CA,15.50,"2KT0BE9B   GYZHB2NP         94103
UBER EATS
help.uber.com
CA
GYZHB2NP         94103",UBER EATS           help.uber.com       CA,"1455 MARKET ST
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223210786309457',Restaurant-Restaurant
11/15/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00641927363 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223200768439537',Transportation-Rail Services
11/15/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00641847089 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223200771344711',Transportation-Rail Services
11/15/2022,COACH USA INC       8669126224          NY,21.20,"49110730    866-912-6224
COACH USA INC
8669126224
NY
""Description : BUS LINES,INCLUDING Price : 0.00""
866-912-6224",COACH USA INC       8669126224          NY,66 TETZ RD,"CHESTER
NY",10918,UNITED STATES,'320223200773105760',Transportation-Taxis & Coach
11/15/2022,FAIRWAY MARKET OF KINEW YORK            NY,5.99,"886152     198              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
198              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223200770410381',Merchandise & Supplies-Groceries
11/14/2022,AplPay AIRBNB * HMXXSAN FRANCISCO       CA,307.14,"GJ6P1G88    4158005959
AplPay AIRBNB * HMXX353M8J
SAN FRANCISCO
CA
4158005959",AplPay AIRBNB * HMXXSAN FRANCISCO       CA,888 BRANNAN ST FL 4,"SAN FRANCISCO
CA",94103,UNITED STATES,'320223180727184139',Travel-Travel Agencies
11/14/2022,FAIRWAY MARKET OF KINEW YORK            NY,9.90,"853721     181              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
181              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223190747663462',Merchandise & Supplies-Groceries
11/13/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00641596363 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223180726521120',Transportation-Rail Services
11/13/2022,FAIRWAY MARKET OF KINEW YORK            NY,9.37,"858925     64               10016
FAIRWAY MARKET OF KI
NEW YORK
NY
64               10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223180726137536',Merchandise & Supplies-Groceries
11/13/2022,GRUBHUB*ELECTRICBURRNEW YORK            NY,25.27,"KRRTBZ1N    8775851085
GRUBHUB*ELECTRICBURRIT
NEW YORK
NY
8775851085",GRUBHUB*ELECTRICBURRNEW YORK            NY,"111 W WASHINGTON ST
-","CHICAGO
IL",60602,UNITED STATES,'320223190748173435',Restaurant-Restaurant
11/12/2022,AplPay NYCT PAYGO   NEW YORK            NY,2.75,"00641449484 LOCAL TRANSPORTATION
AplPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",AplPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320223170700582699',Transportation-Rail Services
11/12/2022,CVS PHARMACY        NEW YORK            NY,12.33,"10184765    8007467287
CVS PHARMACY
NEW YORK
NY
Description : PHARMACIES Price : 0.1233
8007467287",CVS PHARMACY        NEW YORK            NY,"150 EAST 42ND ST
FRNT B","NEW YORK
NY",10017-5630,UNITED STATES,'320223170700573774',Merchandise & Supplies-Pharmacies
11/12/2022,UBER EATS           help.uber.com       CA,14.75,"2TPXQXWT   YYR6L7ZM         94103
UBER EATS
help.uber.com
CA
YYR6L7ZM         94103",UBER EATS           help.uber.com       CA,"1455 MARKET ST
-","SAN FRANCISCO
CA",94103,UNITED STATES,'320223170692469847',Restaurant-Restaurant
11/11/2022,FAIRWAY MARKET OF KINEW YORK            NY,16.41,"815503     160              10016
FAIRWAY MARKET OF KI
NEW YORK
NY
160              10016",FAIRWAY MARKET OF KINEW YORK            NY,550 2ND AVE,"NEW YORK
NY",10016,UNITED STATES,'320223160685031104',Merchandise & Supplies-Groceries
11/11/2022,SPOTIFY USA         NEW YORK            NY,9.99,"P1EDA5227F  CABLE & PAY TV
SPOTIFY USA
NEW YORK
NY
CABLE & PAY TV",SPOTIFY USA         NEW YORK            NY,4TH 25 ARGYLL ST,"LONDON
LND",W1F 7TU,UNITED KINGDOM OF GB AND NI,'320223150662271756',Merchandise & Supplies-Mail Order
